-183.074, 78.915, 1.627,  1.765
-183.067, 78.859, 1.674,  1.798
-183.055, 78.804, 1.696,  1.831
-183.040, 78.751, 1.662,  1.864
-183.022, 78.699, 1.622,  1.897
-183.007, 78.649, 1.593,  1.930
-182.995, 78.598, 1.572,  1.963
-182.984, 78.547, 1.570,  1.996
-182.973, 78.495, 1.606,  2.029
-182.961, 78.441, 1.666,  2.062
-182.948, 78.385, 1.726,  2.095
-182.935, 78.327, 1.758,  2.128
-182.923, 78.270, 1.758,  2.161
-182.910, 78.213, 1.739,  2.194
-182.898, 78.157, 1.713,  2.227
-182.886, 78.102, 1.680,  2.260
-182.875, 78.049, 1.651,  2.293
-182.863, 77.996, 1.635,  2.326
-182.852, 77.942, 1.640,  2.359
-182.841, 77.888, 1.673,  2.392
-182.829, 77.832, 1.724,  2.425
-182.817, 77.774, 1.767,  2.458
-182.805, 77.715, 1.789,  2.491
-182.793, 77.657, 1.791,  2.524
-182.782, 77.599, 1.775,  2.557
-182.770, 77.541, 1.750,  2.590
-182.759, 77.485, 1.726,  2.623
-182.748, 77.429, 1.715,  2.656
-182.737, 77.372, 1.725,  2.689
-182.726, 77.315, 1.760,  2.722
-182.715, 77.256, 1.809,  2.755
-182.703, 77.195, 1.846,  2.788
-182.692, 77.134, 1.855,  2.821
-182.681, 77.074, 1.842,  2.854
-182.670, 77.014, 1.819,  2.887
-182.659, 76.955, 1.798,  2.920
-182.648, 76.897, 1.789,  2.953
-182.638, 76.838, 1.801,  2.986
-182.627, 76.777, 1.837,  3.019
-182.616, 76.716, 1.883,  3.052
-182.605, 76.653, 1.914,  3.085
-182.594, 76.590, 1.914,  3.118
-182.583, 76.527, 1.894,  3.151
-182.573, 76.466, 1.866,  3.184
-182.563, 76.405, 1.841,  3.217
-182.553, 76.345, 1.830,  3.250
-182.543, 76.285, 1.840,  3.283
-182.533, 76.224, 1.875,  3.316
-182.523, 76.160, 1.924,  3.349
-182.512, 76.096, 1.961,  3.382
-182.502, 76.031, 1.967,  3.415
-182.491, 75.967, 1.951,  3.448
-182.482, 75.903, 1.925,  3.481
-182.472, 75.840, 1.901,  3.514
-182.462, 75.778, 1.890,  3.547
-182.453, 75.716, 1.901,  3.580
-182.443, 75.652, 1.937,  3.613
-182.433, 75.587, 1.986,  3.646
-182.423, 75.520, 2.021,  3.679
-182.414, 75.453, 2.025,  3.712
-182.404, 75.387, 2.006,  3.745
-182.395, 75.321, 1.977,  3.778
-182.385, 75.257, 1.952,  3.811
-182.376, 75.193, 1.939,  3.844
-182.367, 75.129, 1.950,  3.877
-182.358, 75.064, 1.986,  3.910
-182.349, 74.996, 2.037,  3.943
-182.340, 74.928, 2.076,  3.976
-182.330, 74.859, 2.081,  4.009
-182.321, 74.791, 2.062,  4.042
-182.312, 74.723, 2.033,  4.075
-182.304, 74.657, 2.006,  4.108
-182.295, 74.591, 1.993,  4.141
-182.287, 74.525, 2.003,  4.174
-182.278, 74.458, 2.041,  4.207
-182.269, 74.389, 2.097,  4.240
-182.260, 74.318, 2.141,  4.273
-182.252, 74.247, 2.149,  4.306
-182.243, 74.176, 2.128,  4.339
-182.234, 74.106, 2.097,  4.372
-182.226, 74.038, 2.070,  4.405
-182.218, 73.970, 2.056,  4.438
-182.210, 73.902, 2.066,  4.471
-182.202, 73.832, 2.105,  4.504
-182.194, 73.761, 2.162,  4.537
-182.186, 73.688, 2.206,  4.570
-182.177, 73.614, 2.212,  4.603
-182.169, 73.542, 2.190,  4.636
-182.161, 73.470, 2.157,  4.669
-182.153, 73.400, 2.128,  4.702
-182.146, 73.330, 2.113,  4.735
-182.138, 73.260, 2.123,  4.768
-182.131, 73.188, 2.163,  4.801
-182.123, 73.115, 2.221,  4.834
-182.115, 73.040, 2.265,  4.867
-182.107, 72.964, 2.273,  4.900
-182.100, 72.889, 2.252,  4.933
-182.092, 72.815, 2.218,  4.966
-182.085, 72.743, 2.188,  4.999
-182.078, 72.671, 2.173,  5.032
-182.071, 72.599, 2.182,  5.065
-182.064, 72.525, 2.222,  5.098
-182.057, 72.450, 2.281,  5.131
-182.049, 72.373, 2.324,  5.164
-182.042, 72.295, 2.333,  5.197
-182.035, 72.218, 2.312,  5.230
-182.028, 72.142, 2.278,  5.263
-182.021, 72.068, 2.247,  5.296
-182.015, 71.994, 2.231,  5.329
-182.008, 71.920, 2.241,  5.362
-182.002, 71.844, 2.282,  5.395
-181.995, 71.767, 2.340,  5.428
-181.988, 71.687, 2.383,  5.461
-181.981, 71.608, 2.402,  5.494
-181.974, 71.528, 2.397,  5.527
-181.968, 71.449, 2.374,  5.560
-181.961, 71.371, 2.350,  5.593
-181.955, 71.293, 2.340,  5.626
-181.949, 71.215, 2.355,  5.659
-181.943, 71.136, 2.395,  5.692
-181.936, 71.055, 2.443,  5.725
-181.930, 70.973, 2.473,  5.758
-181.924, 70.890, 2.472,  5.791
-181.917, 70.809, 2.445,  5.824
-181.911, 70.729, 2.405,  5.857
-181.906, 70.650, 2.369,  5.890
-181.900, 70.572, 2.352,  5.923
-181.894, 70.494, 2.361,  5.956
-181.889, 70.414, 2.402,  5.989
-181.883, 70.333, 2.460,  6.022
-181.877, 70.249, 2.506,  6.055
-181.871, 70.165, 2.527,  6.088
-181.865, 70.081, 2.538,  6.121
-181.860, 69.996, 2.556,  6.154
-181.854, 69.910, 2.581,  6.187
-181.848, 69.824, 2.585,  6.220
-181.843, 69.738, 2.562,  6.253
-181.837, 69.655, 2.523,  6.286
-181.832, 69.572, 2.488,  6.319
-181.827, 69.490, 2.470,  6.352
-181.822, 69.408, 2.479,  6.385
-181.817, 69.324, 2.519,  6.418
-181.812, 69.239, 2.575,  6.451
-181.806, 69.151, 2.619,  6.484
-181.801, 69.064, 2.640,  6.517
-181.796, 68.975, 2.653,  6.550
-181.791, 68.886, 2.673,  6.583
-181.786, 68.797, 2.702,  6.616
-181.781, 68.706, 2.711,  6.649
-181.776, 68.617, 2.689,  6.682
-181.771, 68.528, 2.652,  6.715
-181.766, 68.441, 2.617,  6.748
-181.762, 68.355, 2.598,  6.781
-181.757, 68.269, 2.605,  6.814
-181.752, 68.181, 2.645,  6.847
-181.748, 68.091, 2.702,  6.880
-181.743, 68.000, 2.751,  6.913
-181.738, 67.907, 2.775,  6.946
-181.734, 67.815, 2.771,  6.979
-181.729, 67.723, 2.745,  7.012
-181.725, 67.633, 2.717,  7.045
-181.721, 67.543, 2.702,  7.078
-181.717, 67.453, 2.712,  7.111
-181.712, 67.362, 2.751,  7.144
-181.708, 67.268, 2.805,  7.177
-181.704, 67.174, 2.848,  7.210
-181.700, 67.078, 2.857,  7.243
-181.695, 66.984, 2.833,  7.276
-181.691, 66.891, 2.793,  7.309
-181.687, 66.799, 2.755,  7.342
-181.684, 66.708, 2.732,  7.375
-181.680, 66.617, 2.736,  7.408
-181.676, 66.525, 2.773,  7.441
-181.672, 66.431, 2.834,  7.474
-181.668, 66.335, 2.892,  7.507
-181.664, 66.237, 2.923,  7.540
-181.661, 66.140, 2.930,  7.573
-181.657, 66.042, 2.932,  7.606
-181.653, 65.944, 2.947,  7.639
-181.649, 65.845, 2.982,  7.672
-181.646, 65.744, 3.026,  7.705
-181.642, 65.643, 3.049,  7.738
-181.638, 65.541, 3.036,  7.771
-181.635, 65.441, 2.998,  7.804
-181.632, 65.343, 2.948,  7.837
-181.628, 65.247, 2.901,  7.870
-181.625, 65.151, 2.871,  7.903
-181.622, 65.056, 2.869,  7.936
-181.619, 64.960, 2.900,  7.969
-181.616, 64.861, 2.959,  8.002
-181.612, 64.761, 3.016,  8.035
-181.609, 64.659, 3.049,  8.068
-181.606, 64.557, 3.059,  8.101
-181.603, 64.455, 3.066,  8.134
-181.600, 64.352, 3.086,  8.167
-181.597, 64.248, 3.124,  8.200
-181.594, 64.143, 3.167,  8.233
-181.591, 64.037, 3.191,  8.266
-181.588, 63.930, 3.180,  8.299
-181.585, 63.826, 3.143,  8.332
-181.582, 63.723, 3.092,  8.365
-181.579, 63.621, 3.043,  8.398
-181.576, 63.521, 3.010,  8.431
-181.574, 63.421, 3.004,  8.464
-181.571, 63.321, 3.033,  8.497
-181.569, 63.218, 3.089,  8.530
-181.566, 63.113, 3.144,  8.563
-181.563, 63.007, 3.177,  8.596
-181.561, 62.901, 3.193,  8.629
-181.558, 62.794, 3.209,  8.662
-181.556, 62.686, 3.241,  8.695
-181.553, 62.577, 3.287,  8.728
-181.550, 62.466, 3.326,  8.761
-181.548, 62.354, 3.341,  8.794
-181.545, 62.244, 3.321,  8.827
-181.543, 62.134, 3.281,  8.860
-181.541, 62.026, 3.240,  8.893
-181.539, 61.919, 3.211,  8.926
-181.536, 61.813, 3.207,  8.959
-181.534, 61.705, 3.236,  8.992
-181.532, 61.596, 3.291,  9.025
-181.530, 61.485, 3.346,  9.058
-181.527, 61.372, 3.379,  9.091
-181.525, 61.259, 3.395,  9.124
-181.523, 61.145, 3.411,  9.157
-181.521, 61.030, 3.443,  9.190
-181.519, 60.914, 3.488,  9.223
-181.517, 60.797, 3.523,  9.256
-181.515, 60.679, 3.526,  9.289
-181.513, 60.563, 3.495,  9.322
-181.511, 60.448, 3.448,  9.355
-181.509, 60.335, 3.400,  9.388
-181.507, 60.223, 3.365,  9.421
-181.505, 60.111, 3.355,  9.454
-181.503, 59.999, 3.379,  9.487
-181.502, 59.885, 3.431,  9.520
-181.500, 59.769, 3.489,  9.553
-181.498, 59.651, 3.529,  9.586
-181.496, 59.533, 3.550,  9.619
-181.494, 59.414, 3.569,  9.652
-181.493, 59.294, 3.602,  9.685
-181.491, 59.172, 3.646,  9.718
-181.489, 59.050, 3.684,  9.751
-181.488, 58.927, 3.691,  9.784
-181.486, 58.804, 3.663,  9.817
-181.484, 58.684, 3.617,  9.850
-181.483, 58.565, 3.568,  9.883
-181.481, 58.447, 3.532,  9.916
-181.480, 58.330, 3.520,  9.949
-181.478, 58.213, 3.541,  9.982
-181.477, 58.093, 3.591, 10.015
-181.475, 57.972, 3.652, 10.048
-181.474, 57.848, 3.700, 10.081
-181.473, 57.724, 3.726, 10.114
-181.471, 57.599, 3.745, 10.147
-181.470, 57.474, 3.775, 10.180
-181.468, 57.346, 3.818, 10.213
-181.467, 57.218, 3.861, 10.246
-181.466, 57.088, 3.885, 10.279
-181.464, 56.959, 3.873, 10.312
-181.463, 56.831, 3.833, 10.345
-181.462, 56.706, 3.775, 10.378
-181.461, 56.582, 3.717, 10.411
-181.459, 56.460, 3.672, 10.444
-181.458, 56.338, 3.652, 10.477
-181.457, 56.216, 3.667, 10.510
-181.456, 56.093, 3.716, 10.543
-181.455, 55.967, 3.786, 10.576
-181.454, 55.838, 3.849, 10.609
-181.453, 55.709, 3.887, 10.642
-181.452, 55.578, 3.903, 10.675
-181.451, 55.448, 3.916, 10.708
-181.450, 55.317, 3.941, 10.741
-181.448, 55.184, 3.984, 10.774
-181.447, 55.050, 4.035, 10.807
-181.446, 54.914, 4.074, 10.840
-181.445, 54.778, 4.092, 10.873
-181.444, 54.642, 4.074, 10.906
-181.443, 54.507, 4.033, 10.939
-181.442, 54.375, 3.985, 10.972
-181.442, 54.243, 3.947, 11.005
-181.441, 54.112, 3.931, 11.038
-181.440, 53.981, 3.947, 11.071
-181.439, 53.848, 3.996, 11.104
-181.438, 53.713, 4.063, 11.137
-181.437, 53.576, 4.124, 11.170
-181.436, 53.437, 4.162, 11.203
-181.436, 53.298, 4.180, 11.236
-181.435, 53.158, 4.197, 11.269
-181.434, 53.017, 4.227, 11.302
-181.433, 52.875, 4.272, 11.335
-181.432, 52.731, 4.319, 11.368
-181.432, 52.586, 4.344, 11.401
-181.431, 52.442, 4.330, 11.434
-181.430, 52.299, 4.286, 11.467
-181.429, 52.158, 4.224, 11.500
-181.429, 52.019, 4.161, 11.533
-181.428, 51.883, 4.108, 11.566
-181.427, 51.747, 4.080, 11.599
-181.427, 51.611, 4.086, 11.632
-181.426, 51.474, 4.126, 11.665
-181.425, 51.335, 4.187, 11.698
-181.425, 51.193, 4.245, 11.731
-181.424, 51.050, 4.287, 11.764
-181.424, 50.906, 4.320, 11.797
-181.423, 50.761, 4.359, 11.830
-181.422, 50.614, 4.406, 11.863
-181.422, 50.466, 4.453, 11.896
-181.421, 50.316, 4.494, 11.929
-181.421, 50.165, 4.532, 11.962
-181.420, 50.013, 4.571, 11.995
-181.420, 49.859, 4.605, 12.028
-181.419, 49.706, 4.613, 12.061
-181.418, 49.553, 4.584, 12.094
-181.418, 49.402, 4.532, 12.127
-181.417, 49.253, 4.475, 12.160
-181.417, 49.105, 4.426, 12.193
-181.416, 48.959, 4.398, 12.226
-181.416, 48.813, 4.402, 12.259
-181.416, 48.665, 4.439, 12.292
-181.415, 48.516, 4.496, 12.325
-181.415, 48.364, 4.556, 12.358
-181.414, 48.210, 4.602, 12.391
-181.414, 48.056, 4.637, 12.424
-181.413, 47.900, 4.676, 12.457
-181.413, 47.743, 4.722, 12.490
-181.412, 47.584, 4.770, 12.523
-181.412, 47.424, 4.812, 12.556
-181.412, 47.262, 4.843, 12.589
-181.411, 47.101, 4.843, 12.622
-181.411, 46.940, 4.812, 12.655
-181.410, 46.781, 4.769, 12.688
-181.410, 46.624, 4.730, 12.721
-181.410, 46.467, 4.709, 12.754
-181.409, 46.310, 4.715, 12.787
-181.409, 46.152, 4.752, 12.820
-181.409, 45.992, 4.808, 12.853
-181.408, 45.830, 4.866, 12.886
-181.408, 45.667, 4.913, 12.919
-181.408, 45.502, 4.950, 12.952
-181.407, 45.335, 4.990, 12.985
-181.407, 45.168, 5.035, 13.018
-181.407, 44.998, 5.081, 13.051
-181.406, 44.828, 5.119, 13.084
-181.406, 44.657, 5.126, 13.117
-181.406, 44.487, 5.094, 13.150
-181.405, 44.319, 5.038, 13.183
-181.405, 44.153, 4.977, 13.216
-181.405, 43.989, 4.923, 13.249
-181.404, 43.827, 4.884, 13.282
-181.404, 43.665, 4.876, 13.315
-181.404, 43.502, 4.901, 13.348
-181.404, 43.337, 4.952, 13.381
-181.403, 43.170, 5.017, 13.414
-181.403, 43.000, 5.078, 13.447
-181.403, 42.829, 5.123, 13.480
-181.403, 42.657, 5.160, 13.513
-181.402, 42.484, 5.202, 13.546
-181.402, 42.309, 5.254, 13.579
-181.402, 42.132, 5.305, 13.612
-181.401, 41.954, 5.345, 13.645
-181.401, 41.775, 5.370, 13.678
-181.401, 41.596, 5.386, 13.711
-181.401, 41.416, 5.410, 13.744
-181.400, 41.234, 5.450, 13.777
-181.400, 41.051, 5.505, 13.810
-181.400, 40.866, 5.556, 13.843
-181.400, 40.680, 5.580, 13.876
-181.400, 40.495, 5.572, 13.909
-181.399, 40.310, 5.539, 13.942
-181.399, 40.127, 5.490, 13.975
-181.399, 39.946, 5.428, 14.008
-181.399, 39.768, 5.359, 14.041
-181.398, 39.591, 5.294, 14.074
-181.398, 39.417, 5.238, 14.107
-181.398, 39.244, 5.198, 14.140
-181.398, 39.071, 5.178, 14.173
-181.398, 38.899, 5.176, 14.206
-181.397, 38.726, 5.192, 14.239
-181.397, 38.551, 5.227, 14.272
-181.397, 38.375, 5.279, 14.305
-181.397, 38.197, 5.349, 14.338
-181.397, 38.016, 5.427, 14.371
-181.396, 37.833, 5.498, 14.404
-181.396, 37.648, 5.551, 14.437
-181.396, 37.461, 5.591, 14.470
-181.396, 37.273, 5.631, 14.503
-181.396, 37.084, 5.682, 14.536
-181.395, 36.893, 5.745, 14.569
-181.395, 36.699, 5.813, 14.602
-181.395, 36.504, 5.873, 14.635
-181.395, 36.307, 5.920, 14.668
-181.394, 36.108, 5.959, 14.701
-181.394, 35.909, 5.998, 14.734
-181.394, 35.708, 6.020, 14.767
-181.394, 35.508, 6.014, 14.800
-181.394, 35.308, 5.980, 14.833
-181.393, 35.111, 5.926, 14.866
-181.393, 34.916, 5.863, 14.899
-181.393, 34.723, 5.800, 14.932
-181.393, 34.531, 5.747, 14.965
-181.393, 34.341, 5.710, 14.998
-181.392, 34.151, 5.694, 15.031
-181.392, 33.961, 5.698, 15.064
-181.392, 33.771, 5.719, 15.097
-181.392, 33.579, 5.759, 15.130
-181.392, 33.385, 5.817, 15.163
-181.391, 33.189, 5.894, 15.196
-181.391, 32.989, 5.980, 15.229
-181.391, 32.787, 6.062, 15.262
-181.391, 32.583, 6.121, 15.295
-181.390, 32.378, 6.162, 15.328
-181.390, 32.171, 6.196, 15.361
-181.390, 31.963, 6.237, 15.394
-181.390, 31.754, 6.292, 15.427
-181.390, 31.542, 6.364, 15.460
-181.389, 31.328, 6.438, 15.493
-181.389, 31.111, 6.494, 15.526
-181.389, 30.894, 6.512, 15.559
-181.389, 30.678, 6.487, 15.592
-181.388, 30.464, 6.433, 15.625
-181.388, 30.252, 6.358, 15.658
-181.388, 30.043, 6.275, 15.691
-181.388, 29.837, 6.194, 15.724
-181.387, 29.633, 6.126, 15.757
-181.387, 29.430, 6.078, 15.790
-181.387, 29.229, 6.054, 15.823
-181.387, 29.027, 6.050, 15.856
-181.386, 28.825, 6.066, 15.889
-181.386, 28.621, 6.100, 15.922
-181.386, 28.416, 6.152, 15.955
-181.386, 28.209, 6.226, 15.988
-181.385, 27.998, 6.320, 16.021
-181.385, 27.784, 6.416, 16.054
-181.385, 27.567, 6.493, 16.087
-181.385, 27.349, 6.547, 16.120
-181.384, 27.129, 6.595, 16.153
-181.384, 26.908, 6.648, 16.186
-181.384, 26.685, 6.714, 16.219
-181.383, 26.459, 6.789, 16.252
-181.383, 26.230, 6.861, 16.285
-181.383, 26.000, 6.923, 16.318
-181.383, 25.767, 6.982, 16.351
-181.382, 25.533, 7.038, 16.384
-181.382, 25.297, 7.073, 16.417
-181.382, 25.062, 7.067, 16.450
-181.381, 24.828, 7.022, 16.483
-181.381, 24.597, 6.950, 16.516
-181.381, 24.368, 6.865, 16.549
-181.380, 24.142, 6.781, 16.582
-181.380, 23.919, 6.710, 16.615
-181.380, 23.697, 6.662, 16.648
-181.379, 23.476, 6.646, 16.681
-181.379, 23.254, 6.655, 16.714
-181.379, 23.032, 6.686, 16.747
-181.378, 22.807, 6.734, 16.780
-181.378, 22.580, 6.797, 16.813
-181.378, 22.351, 6.873, 16.846
-181.377, 22.119, 6.957, 16.879
-181.377, 21.885, 7.041, 16.912
-181.377, 21.648, 7.118, 16.945
-181.376, 21.408, 7.191, 16.978
-181.376, 21.166, 7.264, 17.011
-181.376, 20.922, 7.338, 17.044
-181.375, 20.675, 7.412, 17.077
-181.375, 20.426, 7.484, 17.110
-181.374, 20.174, 7.553, 17.143
-181.374, 19.921, 7.617, 17.176
-181.373, 19.666, 7.659, 17.209
-181.373, 19.410, 7.658, 17.242
-181.373, 19.157, 7.615, 17.275
-181.372, 18.906, 7.544, 17.308
-181.372, 18.657, 7.459, 17.341
-181.371, 18.412, 7.373, 17.374
-181.371, 18.169, 7.297, 17.407
-181.371, 17.928, 7.243, 17.440
-181.370, 17.687, 7.219, 17.473
-181.370, 17.447, 7.221, 17.506
-181.369, 17.206, 7.246, 17.539
-181.369, 16.963, 7.287, 17.572
-181.368, 16.718, 7.343, 17.605
-181.368, 16.471, 7.410, 17.638
-181.367, 16.221, 7.486, 17.671
-181.367, 15.969, 7.571, 17.704
-181.367, 15.714, 7.660, 17.737
-181.366, 15.456, 7.748, 17.770
-181.366, 15.195, 7.830, 17.803
-181.365, 14.931, 7.910, 17.836
-181.365, 14.665, 7.989, 17.869
-181.364, 14.397, 8.068, 17.902
-181.363, 14.126, 8.146, 17.935
-181.363, 13.852, 8.221, 17.968
-181.362, 13.576, 8.272, 18.001
-181.362, 13.300, 8.282, 18.034
-181.361, 13.026, 8.247, 18.067
-181.361, 12.753, 8.180, 18.100
-181.360, 12.484, 8.098, 18.133
-181.360, 12.217, 8.012, 18.166
-181.359, 11.953, 7.935, 18.199
-181.359, 11.691, 7.877, 18.232
-181.358, 11.429, 7.846, 18.265
-181.357, 11.168, 7.841, 18.298
-181.357, 10.907, 7.857, 18.331
-181.356, 10.644, 7.890, 18.364
-181.356, 10.379, 7.937, 18.397
-181.355, 10.113, 7.996, 18.430
-181.355, 9.844, 8.065, 18.463
-181.354, 9.572, 8.141, 18.496
-181.353, 9.298, 8.224, 18.529
-181.353, 9.021, 8.312, 18.562
-181.352, 8.741, 8.405, 18.595
-181.352, 8.458, 8.499, 18.628
-181.351, 8.172, 8.590, 18.661
-181.350, 7.883, 8.678, 18.694
-181.350, 7.591, 8.763, 18.727
-181.349, 7.297, 8.848, 18.760
-181.348, 7.000, 8.928, 18.793
-181.347, 6.700, 8.988, 18.826
-181.347, 6.400, 9.006, 18.859
-181.346, 6.101, 8.977, 18.892
-181.345, 5.805, 8.912, 18.925
-181.345, 5.511, 8.821, 18.958
-181.344, 5.221, 8.716, 18.991
-181.343, 4.934, 8.609, 19.024
-181.343, 4.651, 8.511, 19.057
-181.342, 4.370, 8.433, 19.090
-181.341, 4.091, 8.381, 19.123
-181.340, 3.812, 8.356, 19.156
-181.340, 3.534, 8.353, 19.189
-181.339, 3.255, 8.370, 19.222
-181.338, 2.975, 8.402, 19.255
-181.338, 2.693, 8.448, 19.288
-181.337, 2.409, 8.504, 19.321
-181.336, 2.124, 8.569, 19.354
-181.335, 1.836, 8.642, 19.387
-181.335, 1.545, 8.722, 19.420
-181.334, 1.251, 8.806, 19.453
-181.333, 0.955, 8.896, 19.486
-181.332, 0.655, 8.989, 19.519
-181.331, 0.353, 9.085, 19.552
-181.331, 0.047, 9.185, 19.585
-181.330, -0.262, 9.286, 19.618
-181.329, -0.575, 9.389, 19.651
-181.328, -0.891, 9.494, 19.684
-181.327, -1.210, 9.597, 19.717
-181.326, -1.533, 9.698, 19.750
-181.325, -1.859, 9.797, 19.783
-181.324, -2.188, 9.889, 19.816
-181.323, -2.520, 9.958, 19.849
-181.322, -2.852, 9.987, 19.882
-181.321, -3.184, 9.965, 19.915
-181.320, -3.514, 9.904, 19.948
-181.319, -3.841, 9.814, 19.981
-181.318, -4.164, 9.710, 20.014
-181.318, -4.484, 9.602, 20.047
-181.317, -4.800, 9.500, 20.080
-181.316, -5.113, 9.414, 20.113
-181.315, -5.425, 9.353, 20.146
-181.314, -5.735, 9.315, 20.179
-181.313, -6.045, 9.299, 20.212
-181.312, -6.355, 9.302, 20.245
-181.311, -6.666, 9.321, 20.278
-181.310, -6.978, 9.353, 20.311
-181.309, -7.291, 9.397, 20.344
-181.308, -7.606, 9.450, 20.377
-181.307, -7.923, 9.510, 20.410
-181.306, -8.242, 9.578, 20.443
-181.305, -8.564, 9.651, 20.476
-181.304, -8.888, 9.730, 20.509
-181.303, -9.215, 9.812, 20.542
-181.302, -9.545, 9.899, 20.575
-181.301, -9.878, 9.988, 20.608
-181.300, -10.214, 10.080, 20.641
-181.299, -10.552, 10.174, 20.674
-181.297, -10.894, 10.270, 20.707
-181.296, -11.240, 10.368, 20.740
-181.295, -11.588, 10.467, 20.773
-181.294, -11.940, 10.567, 20.806
-181.293, -12.295, 10.668, 20.839
-181.291, -12.653, 10.771, 20.872
-181.290, -13.015, 10.873, 20.905
-181.289, -13.380, 10.975, 20.938
-181.288, -13.749, 11.059, 20.971
-181.286, -14.118, 11.107, 21.004
-181.285, -14.488, 11.105, 21.037
-181.284, -14.857, 11.058, 21.070
-181.283, -15.222, 10.976, 21.103
-181.281, -15.584, 10.869, 21.136
-181.280, -15.942, 10.746, 21.169
-181.279, -16.295, 10.619, 21.202
-181.277, -16.645, 10.497, 21.235
-181.276, -16.991, 10.391, 21.268
-181.275, -17.334, 10.309, 21.301
-181.274, -17.676, 10.249, 21.334
-181.272, -18.016, 10.210, 21.367
-181.271, -18.356, 10.190, 21.400
-181.270, -18.696, 10.188, 21.433
-181.269, -19.036, 10.200, 21.466
-181.267, -19.377, 10.226, 21.499
-181.266, -19.719, 10.261, 21.532
-181.265, -20.063, 10.306, 21.565
-181.264, -20.409, 10.359, 21.598
-181.262, -20.756, 10.419, 21.631
-181.261, -21.106, 10.484, 21.664
-181.260, -21.457, 10.554, 21.697
-181.258, -21.812, 10.629, 21.730
-181.257, -22.168, 10.707, 21.763
-181.255, -22.528, 10.789, 21.796
-181.254, -22.890, 10.873, 21.829
-181.253, -23.255, 10.960, 21.862
-181.251, -23.623, 11.049, 21.895
-181.250, -23.994, 11.140, 21.928
-181.248, -24.368, 11.232, 21.961
-181.247, -24.745, 11.327, 21.994
-181.245, -25.126, 11.422, 22.027
-181.243, -25.509, 11.519, 22.060
-181.242, -25.896, 11.616, 22.093
-181.240, -26.286, 11.715, 22.126
-181.239, -26.679, 11.814, 22.159
-181.237, -27.076, 11.914, 22.192
-181.235, -27.475, 12.015, 22.225
-181.234, -27.879, 12.116, 22.258
-181.232, -28.285, 12.217, 22.291
-181.230, -28.695, 12.319, 22.324
-181.229, -29.109, 12.421, 22.357
-181.227, -29.525, 12.524, 22.390
-181.225, -29.945, 12.624, 22.423
-181.223, -30.368, 12.707, 22.456
-181.221, -30.793, 12.756, 22.489
-181.219, -31.218, 12.755, 22.522
-181.218, -31.641, 12.708, 22.555
-181.216, -32.062, 12.627, 22.588
-181.214, -32.479, 12.525, 22.621
-181.212, -32.892, 12.414, 22.654
-181.210, -33.301, 12.304, 22.687
-181.209, -33.708, 12.204, 22.720
-181.207, -34.112, 12.123, 22.753
-181.205, -34.513, 12.060, 22.786
-181.203, -34.914, 12.015, 22.819
-181.201, -35.313, 11.985, 22.852
-181.200, -35.712, 11.970, 22.885
-181.198, -36.111, 11.969, 22.918
-181.196, -36.511, 11.979, 22.951
-181.194, -36.911, 11.999, 22.984
-181.192, -37.312, 12.028, 23.017
-181.190, -37.714, 12.065, 23.050
